Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average
2024-01-30 00:00:00-05:00,190.69666737031972,191.555571990795,187.2310883397439,187.80035400390625,55859400,0.0,0.0,
2024-01-31 00:00:00-05:00,186.8016282425468,186.86156457918568,184.1150691979485,184.1649932861328,55467800,0.0,0.0,
2024-02-01 00:00:00-05:00,183.75553426493718,186.711753597556,183.58575273645212,186.6218719482422,64885400,0.0,0.0,
2024-02-02 00:00:00-05:00,179.6307873390829,187.09126880325113,179.0215641124459,185.6131591796875,102518000,0.0,0.0,
2024-02-05 00:00:00-05:00,187.91021340302518,189.0088176462439,185.603159731609,187.44081115722656,69668800,0.0,0.0,186.32823791503907
2024-02-06 00:00:00-05:00,186.62186866256275,189.06874336664646,186.53198701483143,189.0587615966797,43490800,0.0,0.0,186.57991943359374
2024-02-07 00:00:00-05:00,190.39705313348986,190.80653429845782,188.36964132757223,189.1686248779297,53439000,0.0,0.0,187.5806457519531
2024-02-08 00:00:00-05:00,189.14864558456097,189.2984483326332,187.11125201406017,188.08001708984375,40962000,0.0,0.0,187.87227478027344
2024-02-09 00:00:00-05:00,188.64999389648438,189.99000549316406,188.0,188.85000610351562,45155200,0.24,0.0,188.51964416503907
2024-02-12 00:00:00-05:00,188.4199981689453,188.6699981689453,186.7899932861328,187.14999389648438,41781900,0.0,0.0,188.46148071289062
2024-02-13 00:00:00-05:00,185.77000427246094,186.2100067138672,183.50999450683594,185.0399932861328,56529500,0.0,0.0,187.65772705078126
2024-02-14 00:00:00-05:00,185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,54630500,0.0,0.0,186.65400085449218
2024-02-15 00:00:00-05:00,183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,65434500,0.0,0.0,185.80999755859375
2024-02-16 00:00:00-05:00,183.4199981689453,184.85000610351562,181.6699981689453,182.30999755859375,49701400,0.0,0.0,184.5019958496094
2024-02-20 00:00:00-05:00,181.7899932861328,182.42999267578125,180.0,181.55999755859375,53665600,0.0,0.0,183.38399658203124
2024-02-21 00:00:00-05:00,181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,41529700,0.0,0.0,182.83999938964843
2024-02-22 00:00:00-05:00,183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,52292200,0.0,0.0,182.88399963378907
2024-02-23 00:00:00-05:00,185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,45119700,0.0,0.0,182.61600036621093
2024-02-26 00:00:00-05:00,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,40867400,0.0,0.0,182.38600158691406
2024-02-27 00:00:00-05:00,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,54318900,0.0,0.0,182.60000305175782
2024-02-28 00:00:00-05:00,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,48953900,0.0,0.0,182.4200012207031
2024-02-29 00:00:00-05:00,181.27000427246094,182.57000732421875,179.52999877929688,180.75,136682600,0.0,0.0,181.6960021972656
2024-03-01 00:00:00-05:00,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,73488000,0.0,0.0,181.1240020751953
2024-03-04 00:00:00-05:00,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,81510100,0.0,0.0,179.91200256347656
2024-03-05 00:00:00-05:00,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,95132400,0.0,0.0,177.41000061035157
2024-03-06 00:00:00-05:00,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,68587700,0.0,0.0,174.95
2024-03-07 00:00:00-05:00,169.14999389648438,170.72999572753906,168.49000549316406,169.0,71765100,0.0,0.0,172.6
2024-03-08 00:00:00-05:00,169.0,173.6999969482422,168.94000244140625,170.72999572753906,76114600,0.0,0.0,170.81399841308593
2024-03-11 00:00:00-04:00,172.94000244140625,174.3800048828125,172.0500030517578,172.75,60139500,0.0,0.0,170.3439971923828
2024-03-12 00:00:00-04:00,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,59825400,0.0,0.0,170.96599731445312
2024-03-13 00:00:00-04:00,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,52488700,0.0,0.0,171.3679992675781
2024-03-14 00:00:00-04:00,172.91000366210938,174.30999755859375,172.0500030517578,173.0,72913500,0.0,0.0,172.16799926757812
2024-03-15 00:00:00-04:00,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,121664700,0.0,0.0,172.5459991455078
2024-03-18 00:00:00-04:00,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,75604200,0.0,0.0,172.73999938964843
2024-03-19 00:00:00-04:00,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,55215200,0.0,0.0,173.31000061035155
2024-03-20 00:00:00-04:00,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,53423100,0.0,0.0,174.81799926757813
2024-03-21 00:00:00-04:00,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,106181300,0.0,0.0,174.49199829101562
2024-03-22 00:00:00-04:00,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,71106600,0.0,0.0,174.4239990234375
2024-03-25 00:00:00-04:00,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,54288300,0.0,0.0,173.85
2024-03-26 00:00:00-04:00,170.0,171.4199981689453,169.5800018310547,169.7100067138672,57388400,0.0,0.0,172.5760009765625
2024-03-27 00:00:00-04:00,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,60273300,0.0,0.0,171.50400085449218
2024-03-28 00:00:00-04:00,171.75,172.22999572753906,170.50999450683594,171.47999572753906,65672700,0.0,0.0,171.5260009765625
2024-04-01 00:00:00-04:00,171.19000244140625,171.25,169.47999572753906,170.02999877929688,46240500,0.0,0.0,171.0760009765625
2024-04-02 00:00:00-04:00,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,49329500,0.0,0.0,170.6739990234375
2024-04-03 00:00:00-04:00,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,47691700,0.0,0.0,170.66199645996093
2024-04-04 00:00:00-04:00,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,53704400,0.0,0.0,169.76399841308594
2024-04-05 00:00:00-04:00,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,42055200,0.0,0.0,169.38399963378907
2024-04-08 00:00:00-04:00,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,37425500,0.0,0.0,169.06799926757813
2024-04-09 00:00:00-04:00,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,42451200,0.0,0.0,169.23399963378907
2024-04-10 00:00:00-04:00,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,49709300,0.0,0.0,168.86000061035156
2024-04-11 00:00:00-04:00,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,91070300,0.0,0.0,170.10399780273437
2024-04-12 00:00:00-04:00,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,101593300,0.0,0.0,171.497998046875
2024-04-15 00:00:00-04:00,175.36000061035156,176.6300048828125,172.5,172.69000244140625,73531800,0.0,0.0,172.34599914550782
2024-04-16 00:00:00-04:00,171.75,173.75999450683594,168.27000427246094,169.3800048828125,73711200,0.0,0.0,172.28800048828126
2024-04-17 00:00:00-04:00,169.61000061035156,170.64999389648438,168.0,168.0,50901200,0.0,0.0,172.33200073242188
2024-04-18 00:00:00-04:00,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,43122900,0.0,0.0,170.73200073242188
2024-04-19 00:00:00-04:00,166.2100067138672,166.39999389648438,164.0800018310547,165.0,67772100,0.0,0.0,168.4220001220703
2024-04-22 00:00:00-04:00,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,48116400,0.0,0.0,167.0519989013672
2024-04-23 00:00:00-04:00,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,49537800,0.0,0.0,166.55599670410157
2024-04-24 00:00:00-04:00,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,48251800,0.0,0.0,166.75999755859374
2024-04-25 00:00:00-04:00,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,50558300,0.0,0.0,167.3299987792969
2024-04-26 00:00:00-04:00,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,44525100,0.0,0.0,168.18999938964845
2024-04-29 00:00:00-04:00,173.3699951171875,176.02999877929688,173.10000610351562,173.5,66162100,0.0,0.0,169.7220001220703
